Date,To win,To lose,Close,0
2017-09-20,1.0,1.0,1.0,1.0
2017-09-21,0.99736310485317,0.9956727222190662,0.997320643045669,0.994863694041428
2017-09-22,1.0004964653992947,0.997495492833153,0.9975205950571863,1.0003541875266744
2017-09-25,1.0092666885691481,1.0003984141913411,0.9954810845397105,1.0082017604565894
2017-09-26,1.0097327314127138,1.0019603906981263,0.9960809405742622,1.0059200028256237
2017-09-27,1.0088556142591036,1.0052375315997768,0.9999600095976966,1.0086385038385126
2017-09-28,1.0075264523681877,1.0097750302573483,1.0011597216668,1.007242276582077
2017-09-29,1.0066473284284176,1.0121799170932253,1.0046788770695032,1.0076373381632338
2017-10-02,1.0129775547847368,1.0059203250793487,1.009037830920579,1.0249317443723296
2017-10-03,1.016088723936735,1.0109040253486652,1.0111973126449652,1.0363163470358545
2017-10-04,1.015324782956818,1.0157961697930677,1.0123970247140686,1.0374247226646942
2017-10-05,1.0135571897898523,1.017026058867845,1.0183955850595856,1.0390247819251248
2017-10-06,1.0105257448770093,1.018463464110941,1.0172358633927858,1.0449591501088928
2017-10-09,1.0081213441459569,1.019021629771207,1.015556266496041,1.044353964070535
2017-10-10,1.006897266555871,1.0111372713230804,1.018235623450372,1.0515274278568332
2017-10-11,1.0057767383394736,1.0148090189783734,1.0198352395425099,1.0547324378919751
2017-10-12,1.002755979944016,1.007806453946443,1.0183156042549788,1.0464966469045407
2017-10-13,1.0023622425981014,1.0043947348234998,1.0195553067263856,1.053966411231344
2017-10-16,0.9977282210590412,0.9979772483830975,1.0209149804047029,1.0483048087533495
2017-10-17,1.0090000643346937,0.9970115789789534,1.021634807646165,1.0435223167696088
2017-10-18,1.0076298712760414,0.9911073327334411,1.0226345677037512,1.034243378356353
2017-10-19,1.0079223333548228,0.9929454895021428,1.0229145005198752,1.0370590912223387
2017-10-20,1.008995765629773,0.9928582941345111,1.0281932336239303,1.0359388052192315
2017-10-23,1.0060371075116068,0.9933948571514113,1.0241941933935856,1.032536579644106
2017-10-24,1.0130754397568444,0.9721676908745011,1.0259937614972408,1.0495062885630528
2017-10-25,1.0201818297643133,0.966813281379867,1.0209149804047029,1.0373063875880333
2017-10-26,1.0309225621041869,0.9690807464319416,1.0222346636807167,1.0388351678646142
2017-10-27,1.0353145371608379,0.9671150182932665,1.030592657762137,1.035704253142662
2017-10-30,1.032377653363429,0.9649703988464232,1.026753579141006,1.0281972931593242
2017-10-31,1.0254918503872485,0.9648443414102337,1.028353195233144,1.0265321196895683
2017-11-01,1.0315992136011742,0.9569069386638833,1.0297128689114612,1.0385318039451386
2017-11-02,1.028130710018741,0.9576082428058375,1.0301127729344957,1.0283559895358558
2017-11-03,1.0264771296696906,0.9569523120220651,1.033551947532592,1.026536004534822
2017-11-06,1.025629920140985,0.9583875750254528,1.0351515636247302,1.0272394820260675
2017-11-07,1.0341902663075442,0.9601300468017536,1.034431736383268,1.0228538609594546
2017-11-08,1.029675837936183,0.955243629284578,1.0361913140846197,1.0234869241496263
2017-11-09,1.0296520957466948,0.9492581863986748,1.0324322162680957,1.017478550479413
2017-11-10,1.0258453009805528,0.9527618897471648,1.032112293049668,1.0203738168524752
2017-11-13,1.0249765060197258,0.9536786439323978,1.0330720627049508,1.0288775869034288
2017-11-14,1.0259091902217896,0.957817355608931,1.030672638566744,1.0238107219404324
2017-11-15,1.0297455986173305,0.971778890371171,1.0255138766695993,1.0151136049206178
2017-11-16,1.0349601703026476,0.9693269457659323,1.0342317843717508,1.0263669867782816
2017-11-17,1.0349601703026476,0.969687010904165,1.0311925137966889,1.0247067904199252
2017-11-20,1.0405744204629102,0.9704884891194058,1.0329520914980406,1.02981659049217
2017-11-21,1.0410244339963657,0.9738154381610744,1.0397104694873232,1.0336434736422102
2017-11-22,1.0422668955286947,0.9726822029629509,1.0387906902343438,1.0327099102429416
2017-11-24,1.042622511976015,0.978123839096636,1.0411901143725506,1.0340565935700319
2017-11-27,1.040537390023568,0.9793119542353647,1.040670239142606,1.032101171233086
