Date,Close
2012-12-31,89.61
2013-01-02,93.5
2013-01-03,94.4
2013-01-04,94.92
2013-01-07,95.21
2013-01-08,94.0
2013-01-09,94.44
2013-01-10,95.08
2013-01-11,95.19
2013-01-14,94.63
2013-01-15,95.67
2013-01-16,95.19
2013-01-17,95.7
2013-01-18,97.62
2013-01-22,97.72
2013-01-23,96.85
2013-01-24,96.6
2013-01-25,95.58
2013-01-28,97.45
2013-01-29,98.6
2013-01-30,98.65
2013-01-31,98.39
2013-02-01,99.49
2013-02-04,98.26
2013-02-05,98.44
2013-02-06,97.7
2013-02-07,96.11
2013-02-08,96.85
2013-02-11,96.6
2013-02-12,97.22
2013-02-13,96.38
2013-02-14,96.07
2013-02-15,95.61
2013-02-19,95.6
2013-02-20,93.22
2013-02-21,91.53
2013-02-22,91.54
2013-02-25,89.16
2013-02-26,89.95
2013-02-27,92.25
2013-02-28,92.37
2013-03-01,91.36
2013-03-04,89.75
2013-03-05,90.21
2013-03-06,89.64
2013-03-07,89.65
2013-03-08,90.51
2013-03-11,91.18
2013-03-12,89.74
2013-03-13,89.28
2013-03-14,88.7
2013-03-15,88.83
2013-03-18,89.36
2013-03-19,88.27
2013-03-20,86.94
2013-03-21,86.83
2013-03-22,87.48
2013-03-25,86.64
2013-03-26,87.0
2013-03-27,86.9
2013-03-28,86.97
2013-04-01,85.64
2013-04-02,84.88
2013-04-03,84.12
2013-04-04,84.63
2013-04-05,84.6
2013-04-08,84.19
2013-04-09,85.9
2013-04-10,86.57
2013-04-11,85.7
2013-04-12,85.05
2013-04-15,82.27
2013-04-16,82.61
2013-04-17,81.47
2013-04-18,80.46
2013-04-19,80.43
2013-04-22,82.71
2013-04-23,84.1
2013-04-24,83.78
2013-04-25,84.51
2013-04-26,84.68
2013-04-29,84.8
2013-04-30,84.67
2013-05-01,83.08
2013-05-02,84.26
2013-05-03,86.98
2013-05-06,87.59
2013-05-07,89.79
2013-05-08,90.31
2013-05-09,89.95
2013-05-10,88.62
2013-05-13,88.07
2013-05-14,87.55
2013-05-15,87.0
2013-05-16,86.78
2013-05-17,87.67
2013-05-20,88.33
2013-05-21,88.1
2013-05-22,87.7
2013-05-23,86.95
2013-05-24,86.21
2013-05-28,86.19
2013-05-29,86.49
2013-05-30,86.41
2013-05-31,85.8
2013-06-03,86.13
2013-06-04,85.92
2013-06-05,84.42
2013-06-06,84.0
2013-06-07,84.65
2013-06-10,83.8
2013-06-11,83.52
2013-06-12,83.21
2013-06-13,85.14
2013-06-14,83.87
2013-06-17,83.92
2013-06-18,84.55
2013-06-19,84.25
2013-06-20,83.2
2013-06-21,83.12
2013-06-24,81.52
2013-06-25,82.33
2013-06-26,82.1
2013-06-27,82.96
2013-06-28,82.49
2013-07-01,82.72
2013-07-02,82.48
2013-07-03,81.85
2013-07-05,82.14
2013-07-08,83.2
2013-07-09,85.33
2013-07-10,84.96
2013-07-11,86.7
2013-07-12,87.17
2013-07-15,87.4
2013-07-16,88.17
2013-07-17,86.67
2013-07-18,85.72
2013-07-19,85.65
2013-07-22,86.0
2013-07-23,85.52
2013-07-24,83.44
2013-07-25,82.14
2013-07-26,82.06
2013-07-29,83.02
2013-07-30,83.19
2013-07-31,82.91
2013-08-01,84.44
2013-08-02,84.3
2013-08-05,83.56
2013-08-06,82.53
2013-08-07,82.43
2013-08-08,83.96
2013-08-09,84.51
2013-08-12,86.32
2013-08-13,86.57
2013-08-14,85.82
2013-08-15,85.86
2013-08-16,85.16
2013-08-19,84.2
2013-08-20,83.86
2013-08-21,82.94
2013-08-22,84.17
2013-08-23,83.89
2013-08-26,83.56
2013-08-27,82.7
2013-08-28,82.45
2013-08-29,82.53
2013-08-30,82.54
2013-09-03,82.51
2013-09-04,83.54
2013-09-05,82.95
2013-09-06,83.39
2013-09-09,85.59
2013-09-10,86.61
2013-09-11,87.13
2013-09-12,86.84
2013-09-13,87.01
2013-09-16,87.18
2013-09-17,87.07
2013-09-18,87.84
