Date,Close
2012-12-31,13.23
2013-01-02,13.14
2013-01-03,13.8
2013-01-04,13.71
2013-01-07,14.17
2013-01-08,13.88
2013-01-09,13.7
2013-01-10,14.0
2013-01-11,14.47
2013-01-14,14.78
2013-01-15,14.53
2013-01-16,13.93
2013-01-17,13.96
2013-01-18,14.17
2013-01-22,13.97
2013-01-23,14.75
2013-01-24,20.98
2013-01-25,24.22
2013-01-28,23.16
2013-01-29,24.16
2013-01-30,23.96
2013-01-31,23.61
2013-02-01,23.54
2013-02-04,24.96
2013-02-05,24.91
2013-02-06,26.34
2013-02-07,25.99
2013-02-08,25.85
2013-02-11,25.41
2013-02-12,25.42
2013-02-13,26.61
2013-02-14,26.77
2013-02-15,27.07
2013-02-19,28.06
2013-02-20,26.73
2013-02-21,26.74
2013-02-22,25.69
2013-02-25,25.62
2013-02-26,26.3
2013-02-27,26.33
2013-02-28,26.87
2013-03-01,27.05
2013-03-04,25.89
2013-03-05,25.96
2013-03-06,26.13
2013-03-07,25.94
2013-03-08,26.39
2013-03-11,25.78
2013-03-12,26.02
2013-03-13,27.48
2013-03-14,26.91
2013-03-15,26.41
2013-03-18,26.51
2013-03-19,25.91
2013-03-20,26.15
2013-03-21,26.0
2013-03-22,25.9
2013-03-25,25.83
2013-03-26,27.23
2013-03-27,27.18
2013-03-28,27.04
2013-04-01,26.06
2013-04-02,25.24
2013-04-03,24.25
2013-04-04,23.81
2013-04-05,23.52
2013-04-08,23.29
2013-04-09,24.19
2013-04-10,23.72
2013-04-11,24.72
2013-04-12,24.74
2013-04-15,25.21
2013-04-16,25.12
2013-04-17,24.19
2013-04-18,23.4
2013-04-19,23.34
2013-04-22,24.91
2013-04-23,31.0
2013-04-24,30.96
2013-04-25,30.54
2013-04-26,30.79
2013-04-29,30.72
2013-04-30,30.87
2013-05-01,30.42
2013-05-02,30.64
2013-05-03,30.49
2013-05-06,30.1
2013-05-07,29.46
2013-05-08,29.8
2013-05-09,30.92
2013-05-10,31.1
2013-05-13,32.77
2013-05-14,33.42
2013-05-15,34.77
2013-05-16,33.86
2013-05-17,34.14
2013-05-20,34.22
2013-05-21,33.87
2013-05-22,32.65
2013-05-23,32.31
2013-05-24,32.68
2013-05-28,30.6
2013-05-29,30.76
2013-05-30,31.81
2013-05-31,32.32
2013-06-03,31.71
2013-06-04,32.19
2013-06-05,31.92
2013-06-06,31.11
2013-06-07,31.46
2013-06-10,31.56
2013-06-11,30.64
2013-06-12,29.66
2013-06-13,30.77
2013-06-14,30.57
2013-06-17,32.75
2013-06-18,32.69
2013-06-19,33.19
2013-06-20,31.93
2013-06-21,30.99
2013-06-24,30.8
2013-06-25,30.41
2013-06-26,30.3
2013-06-27,30.71
2013-06-28,30.16
2013-07-01,32.04
2013-07-02,31.64
2013-07-03,31.56
2013-07-05,32.16
2013-07-08,33.3
2013-07-09,35.34
2013-07-10,34.83
2013-07-11,34.88
2013-07-12,36.75
2013-07-15,36.85
2013-07-16,37.21
2013-07-17,38.27
2013-07-18,38.06
2013-07-19,37.8
2013-07-22,37.42
2013-07-23,35.75
2013-07-24,34.47
2013-07-25,35.25
2013-07-26,35.19
2013-07-29,34.99
2013-07-30,34.82
2013-07-31,34.93
2013-08-01,35.59
2013-08-02,35.17
2013-08-05,36.26
2013-08-06,36.56
2013-08-07,35.6
2013-08-08,35.77
2013-08-09,36.11
2013-08-12,36.66
2013-08-13,37.03
2013-08-14,37.4
2013-08-15,36.2
2013-08-16,36.98
2013-08-19,37.11
2013-08-20,39.04
2013-08-21,38.62
2013-08-22,38.54
2013-08-23,39.77
2013-08-26,40.39
2013-08-27,39.43
2013-08-28,40.48
2013-08-29,41.12
2013-08-30,40.56
2013-09-03,41.29
2013-09-04,41.78
2013-09-05,42.16
2013-09-06,41.65
2013-09-09,42.02
2013-09-10,44.72
2013-09-11,44.04
2013-09-12,43.06
2013-09-13,43.66
2013-09-16,43.17
2013-09-17,42.79
2013-09-18,43.85
2013-09-19,43.64
2013-09-20,44.83
2013-09-23,43.15
2013-09-24,43.78
2013-09-25,43.88
2013-09-26,44.79
2013-09-27,44.63
2013-09-30,44.17
2013-10-01,46.37
2013-10-02,47.25
2013-10-03,45.96
2013-10-04,46.75
2013-10-07,45.45
2013-10-08,43.19
2013-10-09,41.2
2013-10-10,43.43
2013-10-11,42.98
2013-10-14,46.34
2013-10-15,45.96
2013-10-16,46.13
2013-10-17,47.16
2013-10-18,47.64
2013-10-21,50.71
2013-10-22,46.07
2013-10-23,47.18
2013-10-24,47.32
2013-10-25,46.86
2013-10-28,44.86
2013-10-29,46.76
2013-10-30,45.45
2013-10-31,46.07
2013-11-01,47.04
2013-11-04,48.23
2013-11-05,48.79
2013-11-06,47.95
2013-11-07,46.69
2013-11-08,47.84
2013-11-11,48.27
2013-11-12,47.68
2013-11-13,47.9
2013-11-14,48.94
2013-11-15,49.97
2013-11-18,48.82
2013-11-19,48.18
2013-11-20,48.5
2013-11-21,49.79
2013-11-22,49.69
2013-11-25,50.03
2013-11-26,50.74
2013-11-27,51.78
2013-11-29,52.26
2013-12-02,51.99
2013-12-03,51.85
2013-12-04,50.9
2013-12-05,51.15
2013-12-06,50.63
2013-12-09,50.81
2013-12-10,51.87
2013-12-11,52.0
2013-12-12,53.33
2013-12-13,52.71
2013-12-16,52.33
2013-12-17,53.55
2013-12-18,53.75
2013-12-19,53.82
2013-12-20,53.67
2013-12-23,54.37
2013-12-24,54.06
2013-12-26,53.85
2013-12-27,52.5
2013-12-30,52.43
2013-12-31,52.6
2014-01-02,51.83
2014-01-03,51.87
2014-01-06,51.37
2014-01-07,48.5
2014-01-08,48.71
2014-01-09,48.15
2014-01-10,47.45
2014-01-13,48.12
2014-01-14,48.28
2014-01-15,47.2
2014-01-16,47.38
2014-01-17,47.15
2014-01-21,46.96
2014-01-22,47.68
2014-01-23,55.53
2014-01-24,55.15
2014-01-27,54.46
2014-01-28,58.11
2014-01-29,57.2
2014-01-30,57.81
2014-01-31,58.48
2014-02-03,57.77
2014-02-04,57.99
2014-02-05,57.77
2014-02-06,58.27
2014-02-07,61.43
2014-02-10,61.49
2014-02-11,62.0
2014-02-12,61.28
2014-02-13,62.36
2014-02-14,62.22
2014-02-18,62.41
2014-02-19,61.18
2014-02-20,62.14
2014-02-21,61.75
2014-02-24,63.86
2014-02-25,64.72
2014-02-26,64.11
2014-02-27,64.6
2014-02-28,63.66
2014-03-03,63.66
2014-03-04,65.0
2014-03-05,64.79
2014-03-06,64.36
2014-03-07,64.05
2014-03-10,62.85
2014-03-11,62.5
2014-03-12,62.37
2014-03-13,61.44
2014-03-14,60.64
2014-03-17,60.39
2014-03-18,60.04
2014-03-19,60.01
2014-03-20,60.61
2014-03-21,58.0
2014-03-24,54.13
2014-03-25,52.98
2014-03-26,53.18
2014-03-27,52.03
2014-03-28,51.27
2014-03-31,50.29
2014-04-01,52.1
2014-04-02,51.84
2014-04-03,50.67
2014-04-04,48.19
2014-04-07,48.29
2014-04-08,49.84
2014-04-09,50.43
2014-04-10,47.82
2014-04-11,46.67
2014-04-14,47.37
2014-04-15,46.61
2014-04-16,47.34
2014-04-17,49.39
2014-04-21,49.78
2014-04-22,53.27
2014-04-23,50.5
2014-04-24,49.15
2014-04-25,46.01
2014-04-28,44.89
2014-04-29,45.7
2014-04-30,46.01
2014-05-01,48.07
2014-05-02,48.66
2014-05-05,49.2
2014-05-06,46.6
2014-05-07,45.79
2014-05-08,45.95
2014-05-09,46.94
2014-05-12,49.35
2014-05-13,49.59
2014-05-14,50.27
2014-05-15,49.17
2014-05-16,49.98
2014-05-19,52.07
2014-05-20,53.1
2014-05-21,55.8
2014-05-22,55.97
2014-05-23,57.48
2014-05-27,56.97
2014-05-28,57.32
2014-05-29,59.31
2014-05-30,59.69
2014-06-02,60.29
2014-06-03,59.65
2014-06-04,60.46
2014-06-05,61.19
2014-06-06,61.45
2014-06-09,60.44
2014-06-10,61.18
2014-06-11,61.43
2014-06-12,60.35
2014-06-13,61.1
2014-06-16,61.47
2014-06-17,63.38
2014-06-18,64.1
2014-06-19,63.06
2014-06-20,62.88
2014-06-23,62.79
2014-06-24,62.34
2014-06-25,63.46
2014-06-26,62.8
2014-06-27,63.15
2014-06-30,62.94
2014-07-01,67.59
2014-07-02,66.68
2014-07-03,67.48
2014-07-07,65.8
2014-07-08,63.58
2014-07-09,63.29
2014-07-10,62.65
2014-07-11,62.85
2014-07-14,64.65
2014-07-15,64.16
2014-07-16,63.49
2014-07-17,62.77
2014-07-18,63.45
2014-07-21,64.56
2014-07-22,61.58
2014-07-23,61.13
2014-07-24,60.77
2014-07-25,60.27
2014-07-28,60.67
2014-07-29,60.61
2014-07-30,62.05
2014-07-31,60.39
2014-08-01,60.77
2014-08-04,60.39
2014-08-05,60.41
2014-08-06,61.47
2014-08-07,64.24
2014-08-08,63.69
2014-08-11,64.51
2014-08-12,63.77
2014-08-13,64.5
2014-08-14,64.41
2014-08-15,65.58
2014-08-18,66.57
2014-08-19,66.88
2014-08-20,67.46
2014-08-21,67.44
2014-08-22,68.46
2014-08-25,68.7
2014-08-26,68.48
2014-08-27,67.81
2014-08-28,67.89
2014-08-29,68.23
2014-09-02,68.09
2014-09-03,68.2
2014-09-04,67.52
2014-09-05,67.95
2014-09-08,68.48
2014-09-09,68.43
2014-09-10,69.2
2014-09-11,68.79
2014-09-12,68.08
2014-09-15,65.39
2014-09-16,65.27
2014-09-17,64.93
2014-09-18,65.57
2014-09-19,65.36
2014-09-22,63.25
2014-09-23,63.41
2014-09-24,64.37
2014-09-25,63.36
2014-09-26,64.11
2014-09-29,64.22
2014-09-30,64.45
2014-10-01,62.69
2014-10-02,64.28
2014-10-03,65.65
2014-10-06,66.21
2014-10-07,65.18
2014-10-08,66.69
2014-10-09,65.95
2014-10-10,64.58
2014-10-13,62.65
2014-10-14,64.16
2014-10-15,64.08
2014-10-16,51.67
2014-10-17,51.01
2014-10-20,51.32
2014-10-21,52.28
2014-10-22,53.52
2014-10-23,54.72
2014-10-24,55.0
2014-10-27,54.2
2014-10-28,55.17
2014-10-29,54.01
2014-10-30,54.14
2014-10-31,56.11
2014-11-03,55.49
2014-11-04,54.68
2014-11-05,54.34
2014-11-06,54.76
2014-11-07,54.88
2014-11-10,55.32
2014-11-11,54.65
2014-11-12,54.84
2014-11-13,54.2
2014-11-14,55.15
2014-11-17,54.45
2014-11-18,54.43
2014-11-19,51.87
2014-11-20,52.59
2014-11-21,51.47
2014-11-24,50.92
2014-11-25,49.86
2014-11-26,50.17
